option,type,temperature,Year
"Antioch, IL",May,M,2011
"Antioch, IL",Jun,M,2011
"Antioch, IL",Jul,M,2011
"Antioch, IL",Aug,M,2011
"Antioch, IL",Sep,M,2011
"Antioch, IL",Oct,M,2011
"Antioch, IL",Nov,M,2011
"Antioch, IL",Dec,M,2011
"Antioch, IL",Annual,M,2011
"Antioch, IL",Jan,M,2012
"Antioch, IL",Feb,M,2012
"Antioch, IL",Mar,M,2012
"Antioch, IL",Apr,M,2012
"Antioch, IL",May,M,2012
"Antioch, IL",Jun,M,2012
"Antioch, IL",Jul,M,2012
"Antioch, IL",Aug,M,2012
"Antioch, IL",Sep,M,2012
"Antioch, IL",Oct,M,2012
"Antioch, IL",Nov,M,2012
"Antioch, IL",Dec,M,2012
"Antioch, IL",Annual,M,2012
"Antioch, IL",Jan,M,2013
"Antioch, IL",Feb,M,2013
"Antioch, IL",Mar,M,2013
"Antioch, IL",Apr,M,2013
"Antioch, IL",May,M,2013
"Antioch, IL",Jun,M,2013
"Antioch, IL",Jul,M,2013
"Antioch, IL",Aug,M,2013
"Antioch, IL",Sep,M,2013
"Antioch, IL",Oct,M,2013
"Antioch, IL",Nov,M,2013
"Antioch, IL",Dec,M,2013
"Antioch, IL",Annual,M,2013
"Antioch, IL",Jan,M,2014
"Antioch, IL",Feb,M,2014
"Antioch, IL",Mar,M,2014
"Antioch, IL",Apr,M,2014
"Antioch, IL",May,M,2014
"Antioch, IL",Jun,M,2014
"Antioch, IL",Jul,M,2014
"Antioch, IL",Aug,M,2014
"Antioch, IL",Sep,M,2014
"Antioch, IL",Oct,M,2014
"Antioch, IL",Nov,M,2014
"Antioch, IL",Dec,M,2014
"Antioch, IL",Annual,M,2014
"Antioch, IL",Jan,M,2015
"Antioch, IL",Feb,M,2015
"Antioch, IL",Mar,M,2015
"Antioch, IL",Apr,M,2015
"Antioch, IL",May,M,2015
"Antioch, IL",Jun,M,2015
"Antioch, IL",Jul,M,2015
"Antioch, IL",Aug,M,2015
"Antioch, IL",Sep,M,2015
"Antioch, IL",Oct,M,2015
"Antioch, IL",Nov,M,2015
"Antioch, IL",Dec,M,2015
"Antioch, IL",Annual,M,2015
"Antioch, IL",Jan,M,2016
"Antioch, IL",Feb,M,2016
"Antioch, IL",Mar,M,2016
"Antioch, IL",Apr,M,2016
"Antioch, IL",May,M,2016
"Antioch, IL",Jun,M,2016
"Antioch, IL",Jul,M,2016
"Antioch, IL",Aug,M,2016
"Antioch, IL",Sep,M,2016
"Antioch, IL",Oct,M,2016
"Antioch, IL",Nov,M,2016
"Antioch, IL",Dec,M,2016
"Antioch, IL",Annual,M,2016
"Antioch, IL",Jan,M,2017
"Antioch, IL",Feb,M,2017
"Antioch, IL",Mar,M,2017
"Antioch, IL",Apr,M,2017
"Antioch, IL",May,M,2017
"Antioch, IL",Jun,M,2017
"Antioch, IL",Jul,M,2017
"Antioch, IL",Aug,M,2017
"Antioch, IL",Sep,M,2017
"Antioch, IL",Oct,M,2017
"Antioch, IL",Nov,M,2017
"Antioch, IL",Dec,M,2017
"Antioch, IL",Annual,M,2017
"Antioch, IL",Jan,M,2018
"Antioch, IL",Feb,M,2018
"Antioch, IL",Mar,M,2018
"Antioch, IL",Apr,M,2018
"Antioch, IL",May,M,2018
"Antioch, IL",Jun,M,2018
"Antioch, IL",Jul,M,2018
"Antioch, IL",Aug,M,2018
"Antioch, IL",Sep,M,2018
"Antioch, IL",Oct,M,2018
"Antioch, IL",Nov,M,2018
"Antioch, IL",Dec,M,2018
"Antioch, IL",Annual,M,2018
"Antioch, IL",Jan,M,2019
"Antioch, IL",Feb,M,2019
"Antioch, IL",Mar,M,2019
"Antioch, IL",Apr,M,2019
"Antioch, IL",May,M,2019
"Antioch, IL",Jun,M,2019
"Antioch, IL",Jul,M,2019
"Antioch, IL",Aug,M,2019
"Antioch, IL",Sep,M,2019
"Antioch, IL",Oct,M,2019
"Antioch, IL",Nov,M,2019
"Antioch, IL",Dec,M,2019
"Antioch, IL",Annual,M,2019
"Antioch, IL",Jan,M,2020
"Antioch, IL",Feb,M,2020
"Antioch, IL",Mar,M,2020
"Antioch, IL",Apr,M,2020
"Antioch, IL",May,M,2020
"Antioch, IL",Jun,M,2020
"Antioch, IL",Jul,M,2020
"Antioch, IL",Aug,M,2020
"Antioch, IL",Sep,M,2020
"Antioch, IL",Oct,M,2020
"Antioch, IL",Nov,M,2020
"Antioch, IL",Dec,M,2020
"Antioch, IL",Annual,M,2020
"Antioch, IL",Jan,M,2021
"Antioch, IL",Feb,M,2021
"Antioch, IL",Mar,M,2021
"Antioch, IL",Apr,M,2021
"Antioch, IL",May,M,2021
"Antioch, IL",Jun,M,2021
"Antioch, IL",Jul,M,2021
"Antioch, IL",Aug,M,2021
"Antioch, IL",Sep,M,2021
"Antioch, IL",Oct,M,2021
"Antioch, IL",Nov,M,2021
"Antioch, IL",Dec,M,2021
"Antioch, IL",Annual,M,2021
"Antioch, IL",Jan,M,2022
"Antioch, IL",Feb,M,2022
"Antioch, IL",Mar,M,2022
"Antioch, IL",Apr,M,2022
"Antioch, IL",May,M,2022
"Antioch, IL",Jun,M,2022
"Antioch, IL",Jul,M,2022
"Antioch, IL",Aug,M,2022
"Antioch, IL",Sep,M,2022
"Antioch, IL",Oct,M,2022
"Antioch, IL",Nov,M,2022
"Antioch, IL",Dec,M,2022
"Antioch, IL",Annual,M,2022
"Antioch, IL",Jan,M,2023
"Antioch, IL",Feb,M,2023
"Antioch, IL",Mar,M,2023
"Antioch, IL",Apr,M,2023
"Antioch, IL",May,M,2023
"Antioch, IL",Jun,M,2023
"Antioch, IL",Jul,M,2023
"Antioch, IL",Aug,M,2023
"Antioch, IL",Sep,M,2023
"Antioch, IL",Oct,M,2023
"Antioch, IL",Nov,M,2023
"Antioch, IL",Dec,M,2023
"Antioch, IL",Annual,M,2023
"Barrington 3 Sw, IL",Jan,22.6,2000
"Barrington 3 Sw, IL",Feb,30.1,2000
"Barrington 3 Sw, IL",Mar,43.2,2000
"Barrington 3 Sw, IL",Apr,46.7,2000
"Barrington 3 Sw, IL",May,61.2,2000
"Barrington 3 Sw, IL",Jun,65.0,2000
"Barrington 3 Sw, IL",Jul,68.8,2000
"Barrington 3 Sw, IL",Aug,70.1,2000
"Barrington 3 Sw, IL",Sep,62.2,2000
"Barrington 3 Sw, IL",Oct,54.4,2000
"Barrington 3 Sw, IL",Nov,36.1,2000
"Barrington 3 Sw, IL",Dec,14.9,2000
"Barrington 3 Sw, IL",Annual,47.9,2000
"Barrington 3 Sw, IL",Jan,22.4,2001
"Barrington 3 Sw, IL",Feb,23.4,2001
"Barrington 3 Sw, IL",Mar,32.2,2001
"Barrington 3 Sw, IL",Apr,51.8,2001
"Barrington 3 Sw, IL",May,59.6,2001
"Barrington 3 Sw, IL",Jun,65.4,2001
"Barrington 3 Sw, IL",Jul,73.3,2001
"Barrington 3 Sw, IL",Aug,71.5,2001
"Barrington 3 Sw, IL",Sep,60.0,2001
"Barrington 3 Sw, IL",Oct,50.0,2001
"Barrington 3 Sw, IL",Nov,46.7,2001
"Barrington 3 Sw, IL",Dec,31.9,2001
"Barrington 3 Sw, IL",Annual,49.0,2001
"Barrington 3 Sw, IL",Jan,28.7,2002
"Barrington 3 Sw, IL",Feb,29.3,2002
"Barrington 3 Sw, IL",Mar,31.8,2002
"Barrington 3 Sw, IL",Apr,48.1,2002
"Barrington 3 Sw, IL",May,53.1,2002
"Barrington 3 Sw, IL",Jun,69.1,2002
"Barrington 3 Sw, IL",Jul,74.5,2002
"Barrington 3 Sw, IL",Aug,71.1,2002
"Barrington 3 Sw, IL",Sep,64.9,2002
"Barrington 3 Sw, IL",Oct,48.5,2002
"Barrington 3 Sw, IL",Nov,35.4,2002
"Barrington 3 Sw, IL",Dec,27.3,2002
"Barrington 3 Sw, IL",Annual,48.5,2002
"Barrington 3 Sw, IL",Jan,17.8,2003
"Barrington 3 Sw, IL",Feb,21.0,2003
"Barrington 3 Sw, IL",Mar,35.0,2003
"Barrington 3 Sw, IL",Apr,46.5,2003
"Barrington 3 Sw, IL",May,55.9,2003
"Barrington 3 Sw, IL",Jun,64.6,2003
"Barrington 3 Sw, IL",Jul,70.5,2003
"Barrington 3 Sw, IL",Aug,72.0,2003
"Barrington 3 Sw, IL",Sep,61.9,2003
"Barrington 3 Sw, IL",Oct,49.7,2003
"Barrington 3 Sw, IL",Nov,39.7,2003
"Barrington 3 Sw, IL",Dec,29.6,2003
"Barrington 3 Sw, IL",Annual,47.0,2003
"Barrington 3 Sw, IL",Jan,17.6,2004
"Barrington 3 Sw, IL",Feb,24.4,2004
"Barrington 3 Sw, IL",Mar,39.8,2004
"Barrington 3 Sw, IL",Apr,49.5,2004
"Barrington 3 Sw, IL",May,58.2,2004
"Barrington 3 Sw, IL",Jun,65.5,2004
"Barrington 3 Sw, IL",Jul,69.5,2004
"Barrington 3 Sw, IL",Aug,65.7,2004
"Barrington 3 Sw, IL",Sep,65.2,2004
"Barrington 3 Sw, IL",Oct,51.4,2004
"Barrington 3 Sw, IL",Nov,41.3,2004
"Barrington 3 Sw, IL",Dec,25.6,2004
"Barrington 3 Sw, IL",Annual,47.8,2004
"Barrington 3 Sw, IL",Jan,22.4,2005
"Barrington 3 Sw, IL",Feb,30.1,2005
"Barrington 3 Sw, IL",Mar,32.3,2005
"Barrington 3 Sw, IL",Apr,51.2,2005
"Barrington 3 Sw, IL",May,55.7,2005
"Barrington 3 Sw, IL",Jun,72.4,2005
"Barrington 3 Sw, IL",Jul,73.5,2005
"Barrington 3 Sw, IL",Aug,72.3,2005
"Barrington 3 Sw, IL",Sep,67.1,2005
"Barrington 3 Sw, IL",Oct,52.4,2005
"Barrington 3 Sw, IL",Nov,39.2,2005
"Barrington 3 Sw, IL",Dec,20.5,2005
"Barrington 3 Sw, IL",Annual,49.1,2005
"Barrington 3 Sw, IL",Jan,32.3,2006
"Barrington 3 Sw, IL",Feb,25.3,2006
"Barrington 3 Sw, IL",Mar,35.7,2006
"Barrington 3 Sw, IL",Apr,52.0,2006
"Barrington 3 Sw, IL",May,58.4,2006
"Barrington 3 Sw, IL",Jun,66.4,2006
"Barrington 3 Sw, IL",Jul,74.0,2006
"Barrington 3 Sw, IL",Aug,71.7,2006
"Barrington 3 Sw, IL",Sep,60.2,2006
"Barrington 3 Sw, IL",Oct,46.8,2006
"Barrington 3 Sw, IL",Nov,41.4,2006
"Barrington 3 Sw, IL",Dec,30.4,2006
"Barrington 3 Sw, IL",Annual,49.5,2006
"Barrington 3 Sw, IL",Jan,25.9,2007
"Barrington 3 Sw, IL",Feb,14.4,2007
"Barrington 3 Sw, IL",Mar,39.1,2007
"Barrington 3 Sw, IL",Apr,45.4,2007
"Barrington 3 Sw, IL",May,61.9,2007
"Barrington 3 Sw, IL",Jun,69.1,2007
"Barrington 3 Sw, IL",Jul,70.7,2007
"Barrington 3 Sw, IL",Aug,72.3,2007
"Barrington 3 Sw, IL",Sep,64.5,2007
"Barrington 3 Sw, IL",Oct,57.0,2007
"Barrington 3 Sw, IL",Nov,37.3,2007
"Barrington 3 Sw, IL",Dec,24.1,2007
"Barrington 3 Sw, IL",Annual,48.5,2007
"Barrington 3 Sw, IL",Jan,21.3,2008
"Barrington 3 Sw, IL",Feb,18.7,2008
"Barrington 3 Sw, IL",Mar,31.2,2008
"Barrington 3 Sw, IL",Apr,48.8,2008
"Barrington 3 Sw, IL",May,54.8,2008
"Barrington 3 Sw, IL",Jun,68.6,2008
"Barrington 3 Sw, IL",Jul,71.3,2008
"Barrington 3 Sw, IL",Aug,69.1,2008
"Barrington 3 Sw, IL",Sep,63.6,2008
"Barrington 3 Sw, IL",Oct,49.6,2008
"Barrington 3 Sw, IL",Nov,38.1,2008
"Barrington 3 Sw, IL",Dec,19.6,2008
"Barrington 3 Sw, IL",Annual,46.2,2008
"Barrington 3 Sw, IL",Jan,12.9,2009
"Barrington 3 Sw, IL",Feb,25.5,2009
"Barrington 3 Sw, IL",Mar,36.7,2009
"Barrington 3 Sw, IL",Apr,46.1,2009
"Barrington 3 Sw, IL",May,58.6,2009
"Barrington 3 Sw, IL",Jun,66.9,2009
"Barrington 3 Sw, IL",Jul,66.5,2009
"Barrington 3 Sw, IL",Aug,68.0,2009
"Barrington 3 Sw, IL",Sep,62.9,2009
"Barrington 3 Sw, IL",Oct,46.5,2009
"Barrington 3 Sw, IL",Nov,43.5,2009
"Barrington 3 Sw, IL",Dec,24.7,2009
"Barrington 3 Sw, IL",Annual,46.6,2009
"Barrington 3 Sw, IL",Jan,18.7,2010
"Barrington 3 Sw, IL",Feb,23.9,2010
"Barrington 3 Sw, IL",Mar,39.1,2010
"Barrington 3 Sw, IL",Apr,53.6,2010
"Barrington 3 Sw, IL",May,60.5,2010
"Barrington 3 Sw, IL",Jun,69.1,2010
"Barrington 3 Sw, IL",Jul,74.7,2010
"Barrington 3 Sw, IL",Aug,73.2,2010
"Barrington 3 Sw, IL",Sep,62.4,2010
"Barrington 3 Sw, IL",Oct,53.7,2010
"Barrington 3 Sw, IL",Nov,40.0,2010
"Barrington 3 Sw, IL",Dec,19.7,2010
"Barrington 3 Sw, IL",Annual,49.1,2010
"Barrington 3 Sw, IL",Jan,18.9,2011
"Barrington 3 Sw, IL",Feb,22.6,2011
"Barrington 3 Sw, IL",Mar,34.5,2011
"Barrington 3 Sw, IL",Apr,45.9,2011
"Barrington 3 Sw, IL",May,57.4,2011
"Barrington 3 Sw, IL",Jun,67.6,2011
"Barrington 3 Sw, IL",Jul,76.5,2011
"Barrington 3 Sw, IL",Aug,70.7,2011
"Barrington 3 Sw, IL",Sep,60.0,2011
"Barrington 3 Sw, IL",Oct,52.1,2011
"Barrington 3 Sw, IL",Nov,41.4,2011
"Barrington 3 Sw, IL",Dec,32.1,2011
"Barrington 3 Sw, IL",Annual,48.3,2011
"Barrington 3 Sw, IL",Jan,26.4,2012
"Barrington 3 Sw, IL",Feb,30.9,2012
"Barrington 3 Sw, IL",Mar,50.0,2012
"Barrington 3 Sw, IL",Apr,46.9,2012
"Barrington 3 Sw, IL",May,62.0,2012
"Barrington 3 Sw, IL",Jun,69.3,2012
"Barrington 3 Sw, IL",Jul,78.1,2012
"Barrington 3 Sw, IL",Aug,69.6,2012
"Barrington 3 Sw, IL",Sep,61.4,2012
"Barrington 3 Sw, IL",Oct,48.1,2012
"Barrington 3 Sw, IL",Nov,36.9,2012
"Barrington 3 Sw, IL",Dec,32.2,2012
"Barrington 3 Sw, IL",Annual,51.0,2012
"Barrington 3 Sw, IL",Jan,23.2,2013
"Barrington 3 Sw, IL",Feb,21.6,2013
"Barrington 3 Sw, IL",Mar,28.6,2013
"Barrington 3 Sw, IL",Apr,44.8,2013
"Barrington 3 Sw, IL",May,59.1,2013
"Barrington 3 Sw, IL",Jun,66.1,2013
"Barrington 3 Sw, IL",Jul,70.3,2013
"Barrington 3 Sw, IL",Aug,69.2,2013
"Barrington 3 Sw, IL",Sep,63.6,2013
"Barrington 3 Sw, IL",Oct,50.3,2013
"Barrington 3 Sw, IL",Nov,34.6,2013
"Barrington 3 Sw, IL",Dec,20.2,2013
"Barrington 3 Sw, IL",Annual,46.0,2013
"Barrington 3 Sw, IL",Jan,10.8,2014
"Barrington 3 Sw, IL",Feb,13.4,2014
"Barrington 3 Sw, IL",Mar,26.2,2014
"Barrington 3 Sw, IL",Apr,47.0,2014
"Barrington 3 Sw, IL",May,58.9,2014
"Barrington 3 Sw, IL",Jun,68.8,2014
"Barrington 3 Sw, IL",Jul,67.7,2014
"Barrington 3 Sw, IL",Aug,70.4,2014
"Barrington 3 Sw, IL",Sep,61.3,2014
"Barrington 3 Sw, IL",Oct,49.9,2014
"Barrington 3 Sw, IL",Nov,31.1,2014
"Barrington 3 Sw, IL",Dec,30.5,2014
"Barrington 3 Sw, IL",Annual,44.7,2014
"Barrington 3 Sw, IL",Jan,19.1,2015
"Barrington 3 Sw, IL",Feb,12.8,2015
"Barrington 3 Sw, IL",Mar,32.4,2015
"Barrington 3 Sw, IL",Apr,49.6,2015
"Barrington 3 Sw, IL",May,60.3,2015
"Barrington 3 Sw, IL",Jun,66.1,2015
"Barrington 3 Sw, IL",Jul,70.1,2015
"Barrington 3 Sw, IL",Aug,69.2,2015
"Barrington 3 Sw, IL",Sep,66.8,2015
"Barrington 3 Sw, IL",Oct,51.9,2015
"Barrington 3 Sw, IL",Nov,42.4,2015
"Barrington 3 Sw, IL",Dec,37.2,2015
"Barrington 3 Sw, IL",Annual,48.2,2015
"Barrington 3 Sw, IL",Jan,21.4,2016
"Barrington 3 Sw, IL",Feb,27.9,2016
"Barrington 3 Sw, IL",Mar,41.5,2016
"Barrington 3 Sw, IL",Apr,47.0,2016
"Barrington 3 Sw, IL",May,58.5,2016
"Barrington 3 Sw, IL",Jun,69.5,2016
"Barrington 3 Sw, IL",Jul,72.9,2016
"Barrington 3 Sw, IL",Aug,73.5,2016
"Barrington 3 Sw, IL",Sep,67.0,2016
"Barrington 3 Sw, IL",Oct,54.8,2016
"Barrington 3 Sw, IL",Nov,44.9,2016
"Barrington 3 Sw, IL",Dec,22.9,2016
"Barrington 3 Sw, IL",Annual,50.2,2016
"Barrington 3 Sw, IL",Jan,25.7,2017
"Barrington 3 Sw, IL",Feb,36.1,2017
"Barrington 3 Sw, IL",Mar,35.9,2017
"Barrington 3 Sw, IL",Apr,51.4,2017
"Barrington 3 Sw, IL",May,56.3,2017
"Barrington 3 Sw, IL",Jun,69.1,2017
"Barrington 3 Sw, IL",Jul,71.3,2017
"Barrington 3 Sw, IL",Aug,67.7,2017
"Barrington 3 Sw, IL",Sep,65.4,2017
"Barrington 3 Sw, IL",Oct,54.5,2017
"Barrington 3 Sw, IL",Nov,36.1,2017
"Barrington 3 Sw, IL",Dec,24.7,2017
"Barrington 3 Sw, IL",Annual,49.5,2017
"Barrington 3 Sw, IL",Jan,20.2,2018
"Barrington 3 Sw, IL",Feb,24.3,2018
"Barrington 3 Sw, IL",Mar,34.5,2018
"Barrington 3 Sw, IL",Apr,38.9,2018
"Barrington 3 Sw, IL",May,64.3,2018
"Barrington 3 Sw, IL",Jun,68.7,2018
"Barrington 3 Sw, IL",Jul,72.2,2018
"Barrington 3 Sw, IL",Aug,71.8,2018
"Barrington 3 Sw, IL",Sep,65.0,2018
"Barrington 3 Sw, IL",Oct,48.8,2018
"Barrington 3 Sw, IL",Nov,32.6,2018
"Barrington 3 Sw, IL",Dec,30.0,2018
"Barrington 3 Sw, IL",Annual,47.6,2018
"Barrington 3 Sw, IL",Jan,18.7,2019
"Barrington 3 Sw, IL",Feb,21.3,2019
"Barrington 3 Sw, IL",Mar,31.6,2019
"Barrington 3 Sw, IL",Apr,48.2,2019
"Barrington 3 Sw, IL",May,56.0,2019
"Barrington 3 Sw, IL",Jun,65.8,2019
"Barrington 3 Sw, IL",Jul,74.7,2019
"Barrington 3 Sw, IL",Aug,69.1,2019
"Barrington 3 Sw, IL",Sep,66.1,2019
"Barrington 3 Sw, IL",Oct,49.1,2019
"Barrington 3 Sw, IL",Nov,32.0,2019
"Barrington 3 Sw, IL",Dec,30.8,2019
"Barrington 3 Sw, IL",Annual,46.9,2019
"Barrington 3 Sw, IL",Jan,27.3,2020
"Barrington 3 Sw, IL",Feb,26.1,2020
"Barrington 3 Sw, IL",Mar,38.1,2020
"Barrington 3 Sw, IL",Apr,45.2,2020
"Barrington 3 Sw, IL",May,57.5,2020
"Barrington 3 Sw, IL",Jun,69.8,2020
"Barrington 3 Sw, IL",Jul,74.8,2020
"Barrington 3 Sw, IL",Aug,71.6,2020
"Barrington 3 Sw, IL",Sep,61.7,2020
"Barrington 3 Sw, IL",Oct,46.9,2020
"Barrington 3 Sw, IL",Nov,M,2020
"Barrington 3 Sw, IL",Dec,29.7,2020
"Barrington 3 Sw, IL",Annual,49.9,2020
"Barrington 3 Sw, IL",Jan,24.2,2021
"Barrington 3 Sw, IL",Feb,14.9,2021
"Barrington 3 Sw, IL",Mar,40.8,2021
"Barrington 3 Sw, IL",Apr,49.6,2021
"Barrington 3 Sw, IL",May,57.7,2021
"Barrington 3 Sw, IL",Jun,70.9,2021
"Barrington 3 Sw, IL",Jul,71.3,2021
"Barrington 3 Sw, IL",Aug,73.0,2021
"Barrington 3 Sw, IL",Sep,66.5,2021
"Barrington 3 Sw, IL",Oct,57.2,2021
"Barrington 3 Sw, IL",Nov,37.1,2021
"Barrington 3 Sw, IL",Dec,33.4,2021
"Barrington 3 Sw, IL",Annual,49.7,2021
"Barrington 3 Sw, IL",Jan,M,2022
"Barrington 3 Sw, IL",Feb,22.4,2022
"Barrington 3 Sw, IL",Mar,37.4,2022
"Barrington 3 Sw, IL",Apr,43.6,2022
"Barrington 3 Sw, IL",May,60.8,2022
"Barrington 3 Sw, IL",Jun,68.8,2022
"Barrington 3 Sw, IL",Jul,71.7,2022
"Barrington 3 Sw, IL",Aug,70.0,2022
"Barrington 3 Sw, IL",Sep,63.3,2022
"Barrington 3 Sw, IL",Oct,50.0,2022
"Barrington 3 Sw, IL",Nov,40.4,2022
"Barrington 3 Sw, IL",Dec,25.0,2022
"Barrington 3 Sw, IL",Annual,50.3,2022
"Barrington 3 Sw, IL",Jan,29.1,2023
"Barrington 3 Sw, IL",Feb,28.6,2023
"Barrington 3 Sw, IL",Mar,35.3,2023
"Barrington 3 Sw, IL",Apr,49.4,2023
"Barrington 3 Sw, IL",May,58.9,2023
"Barrington 3 Sw, IL",Jun,66.7,2023
"Barrington 3 Sw, IL",Jul,71.1,2023
"Barrington 3 Sw, IL",Aug,70.3,2023
"Barrington 3 Sw, IL",Sep,64.7,2023
"Barrington 3 Sw, IL",Oct,53.0,2023
"Barrington 3 Sw, IL",Nov,M,2023
"Barrington 3 Sw, IL",Dec,M,2023
"Barrington 3 Sw, IL",Annual,52.7,2023
"Chicago Botanica, IL",Jan,25.5,2000
"Chicago Botanica, IL",Feb,33.7,2000
"Chicago Botanica, IL",Mar,44.0,2000
"Chicago Botanica, IL",Apr,46.5,2000
"Chicago Botanica, IL",May,60.9,2000
"Chicago Botanica, IL",Jun,67.3,2000
"Chicago Botanica, IL",Jul,70.1,2000
"Chicago Botanica, IL",Aug,72.0,2000
"Chicago Botanica, IL",Sep,64.7,2000
"Chicago Botanica, IL",Oct,56.4,2000
"Chicago Botanica, IL",Nov,39.2,2000
"Chicago Botanica, IL",Dec,18.1,2000
"Chicago Botanica, IL",Annual,49.9,2000
"Chicago Botanica, IL",Jan,26.2,2001
"Chicago Botanica, IL",Feb,26.8,2001
"Chicago Botanica, IL",Mar,34.0,2001
"Chicago Botanica, IL",Apr,51.0,2001
"Chicago Botanica, IL",May,60.2,2001
"Chicago Botanica, IL",Jun,66.3,2001
"Chicago Botanica, IL",Jul,73.2,2001
"Chicago Botanica, IL",Aug,73.1,2001
"Chicago Botanica, IL",Sep,62.5,2001
"Chicago Botanica, IL",Oct,52.1,2001
"Chicago Botanica, IL",Nov,48.5,2001
"Chicago Botanica, IL",Dec,34.8,2001
"Chicago Botanica, IL",Annual,50.7,2001
"Chicago Botanica, IL",Jan,32.0,2002
"Chicago Botanica, IL",Feb,33.3,2002
"Chicago Botanica, IL",Mar,34.0,2002
"Chicago Botanica, IL",Apr,49.0,2002
"Chicago Botanica, IL",May,53.4,2002
"Chicago Botanica, IL",Jun,69.1,2002
"Chicago Botanica, IL",Jul,75.7,2002
"Chicago Botanica, IL",Aug,73.1,2002
"Chicago Botanica, IL",Sep,66.5,2002
"Chicago Botanica, IL",Oct,50.4,2002
"Chicago Botanica, IL",Nov,38.6,2002
"Chicago Botanica, IL",Dec,30.2,2002
"Chicago Botanica, IL",Annual,50.4,2002
"Chicago Botanica, IL",Jan,20.9,2003
"Chicago Botanica, IL",Feb,22.9,2003
"Chicago Botanica, IL",Mar,36.4,2003
"Chicago Botanica, IL",Apr,45.6,2003
"Chicago Botanica, IL",May,53.9,2003
"Chicago Botanica, IL",Jun,63.8,2003
"Chicago Botanica, IL",Jul,71.7,2003
"Chicago Botanica, IL",Aug,73.9,2003
"Chicago Botanica, IL",Sep,63.4,2003
"Chicago Botanica, IL",Oct,51.7,2003
"Chicago Botanica, IL",Nov,42.1,2003
"Chicago Botanica, IL",Dec,32.3,2003
"Chicago Botanica, IL",Annual,48.2,2003
"Chicago Botanica, IL",Jan,20.2,2004
"Chicago Botanica, IL",Feb,26.7,2004
"Chicago Botanica, IL",Mar,42.2,2004
"Chicago Botanica, IL",Apr,49.0,2004
"Chicago Botanica, IL",May,58.1,2004
"Chicago Botanica, IL",Jun,66.0,2004
"Chicago Botanica, IL",Jul,70.8,2004
"Chicago Botanica, IL",Aug,67.4,2004
"Chicago Botanica, IL",Sep,66.4,2004
"Chicago Botanica, IL",Oct,53.2,2004
"Chicago Botanica, IL",Nov,44.7,2004
"Chicago Botanica, IL",Dec,28.5,2004
"Chicago Botanica, IL",Annual,49.4,2004
"Chicago Botanica, IL",Jan,25.7,2005
"Chicago Botanica, IL",Feb,32.5,2005
"Chicago Botanica, IL",Mar,34.0,2005
"Chicago Botanica, IL",Apr,50.1,2005
"Chicago Botanica, IL",May,56.2,2005
"Chicago Botanica, IL",Jun,73.0,2005
"Chicago Botanica, IL",Jul,73.8,2005
"Chicago Botanica, IL",Aug,73.8,2005
"Chicago Botanica, IL",Sep,69.0,2005
"Chicago Botanica, IL",Oct,54.8,2005
"Chicago Botanica, IL",Nov,42.0,2005
"Chicago Botanica, IL",Dec,23.9,2005
"Chicago Botanica, IL",Annual,50.7,2005
"Chicago Botanica, IL",Jan,35.1,2006
"Chicago Botanica, IL",Feb,27.8,2006
"Chicago Botanica, IL",Mar,37.6,2006
"Chicago Botanica, IL",Apr,52.0,2006
"Chicago Botanica, IL",May,58.9,2006
"Chicago Botanica, IL",Jun,66.5,2006
"Chicago Botanica, IL",Jul,74.9,2006
"Chicago Botanica, IL",Aug,73.2,2006
"Chicago Botanica, IL",Sep,61.8,2006
"Chicago Botanica, IL",Oct,47.9,2006
"Chicago Botanica, IL",Nov,43.1,2006
"Chicago Botanica, IL",Dec,33.3,2006
"Chicago Botanica, IL",Annual,51.0,2006
"Chicago Botanica, IL",Jan,28.8,2007
"Chicago Botanica, IL",Feb,17.8,2007
"Chicago Botanica, IL",Mar,41.1,2007
"Chicago Botanica, IL",Apr,45.6,2007
"Chicago Botanica, IL",May,60.5,2007
"Chicago Botanica, IL",Jun,69.3,2007
"Chicago Botanica, IL",Jul,71.8,2007
"Chicago Botanica, IL",Aug,73.8,2007
"Chicago Botanica, IL",Sep,67.0,2007
"Chicago Botanica, IL",Oct,58.5,2007
"Chicago Botanica, IL",Nov,39.9,2007
"Chicago Botanica, IL",Dec,28.0,2007
"Chicago Botanica, IL",Annual,50.2,2007
"Chicago Botanica, IL",Jan,24.6,2008
"Chicago Botanica, IL",Feb,22.5,2008
"Chicago Botanica, IL",Mar,33.9,2008
"Chicago Botanica, IL",Apr,48.7,2008
"Chicago Botanica, IL",May,55.0,2008
"Chicago Botanica, IL",Jun,69.2,2008
"Chicago Botanica, IL",Jul,72.9,2008
"Chicago Botanica, IL",Aug,71.5,2008
"Chicago Botanica, IL",Sep,66.1,2008
"Chicago Botanica, IL",Oct,51.7,2008
"Chicago Botanica, IL",Nov,39.1,2008
"Chicago Botanica, IL",Dec,22.2,2008
"Chicago Botanica, IL",Annual,48.1,2008
"Chicago Botanica, IL",Jan,16.3,2009
"Chicago Botanica, IL",Feb,27.6,2009
"Chicago Botanica, IL",Mar,37.7,2009
"Chicago Botanica, IL",Apr,45.1,2009
"Chicago Botanica, IL",May,58.2,2009
"Chicago Botanica, IL",Jun,65.4,2009
"Chicago Botanica, IL",Jul,68.5,2009
"Chicago Botanica, IL",Aug,70.1,2009
